query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4M1BhR3BRRRAB,https://www.google.com/maps/contrib/117277848164217530581?hl=id,Raditya “Rtbogel” Proferty,117277848164217530581,https://lh3.googleusercontent.com/a-/ACB-R5Sjg4M5sbUfkwE2GOkSmH4nzL0WodEMOGVwemWa3w=s120-c-c0x00000000-cc-rp-mo-ba2-br100,Bagus dan menyenangkan,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4M1BhR3BRRRAB!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgICx3PaGpQE%7CCgsIn8T6ogYQiPaQYQ%7C?hl=id,5,1683923487,05/12/2023 20:31:27,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChZDSUhNMG9nS0VJQ0FnSUN4M05xSElBEAE,https://www.google.com/maps/contrib/117988141296964162761?hl=id,UM1 4N153,117988141296964162761,https://lh3.googleusercontent.com/a/AGNmyxYrd3UB95TxhpI7PAhc0JcIq14etnBvjvBdWWUHRg=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"lama tidak kesini semenjak corina. sekarang  bersih, bagus,suasana nyaman. kebetulan dtg subuh",,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4M05xSElBEAE!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgICx3NqHIA%7CCgwItbv6ogYQoNelnAM%7C?hl=id,5,1683922357,05/12/2023 20:12:37,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4bUpuSXhRRRAB,https://www.google.com/maps/contrib/101132785153736068059?hl=id,AHMAD AL HASAN AL HASAN (AHMAD),101132785153736068059,https://lh3.googleusercontent.com/a-/ACB-R5R6CL8MeVtiHNmlm4WZcU5SZ5SghJMDsyGOuya0=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Alhamdulillah tempat nya luas dan sedikit pengemis yg memaksa meminta "" sekarang pokoknya nyaman tempatnya,kalau tidak ada pengemis yg memaksa maksa beda dengan tempat makam sunan gunung jati cirebon. Pengemis nya seperti preman/gali",https://lh5.googleusercontent.com/p/AF1QipOtVB6z1cJUFLmkjFMEfBe80aVT0bgLNNaPTQi_,"https://lh5.googleusercontent.com/p/AF1QipOtVB6z1cJUFLmkjFMEfBe80aVT0bgLNNaPTQi_, https://lh5.googleusercontent.com/p/AF1QipPhdaAHUqKJ6zqrKHoVVV2SvM3SxuiFjL5_Ic_H, https://lh5.googleusercontent.com/p/AF1QipNslb1goThS8X0hrt-vVVyLy3NY36n5NA5UF5Jv, https://lh5.googleusercontent.com/p/AF1QipPSCiHLMIoczL_li84JaoPwb3wVoUM2jK8hkXx6",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4bUpuSXhRRRAB!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgICxmJnIxQE%7CCgsI0ZDrogYQiIi4Ug%7C?hl=id,5,1683671121,05/09/2023 22:25:21,1,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChZDSUhNMG9nS0VJQ0FnSURSMzdtWkdnEAE,https://www.google.com/maps/contrib/101021803740393565036?hl=id,Javanicca,101021803740393565036,https://lh3.googleusercontent.com/a-/ACB-R5QpVBbliyvAvYztxztOw5Zc30Ph6v-p26f2InDdzA8=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Sangat tenang dan adem,https://lh5.googleusercontent.com/p/AF1QipO5BzFQ_lV8NmePkFzypniU-hpp2ATyUJzTd6lS,https://lh5.googleusercontent.com/p/AF1QipO5BzFQ_lV8NmePkFzypniU-hpp2ATyUJzTd6lS,semogah sehat terushttps://app.shopback.com/Jzudz3NxBzb,1683458953,05/07/2023 11:29:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSMzdtWkdnEAE!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgIDR37mZGg%7CCgwI7YveogYQyJeqyAI%7C?hl=id,5,1683457517,05/07/2023 11:05:17,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChZDSUhNMG9nS0VJQ0FnSURSOXRlR0N3EAE,https://www.google.com/maps/contrib/108545688378173320630?hl=id,Mommy Ika,108545688378173320630,https://lh3.googleusercontent.com/a-/ACB-R5Qes3ewDflMJx1M4HvaLTnBmI7EHO0k1eRaLK0HKA=s120-c-c0x00000000-cc-rp-mo-ba2-br100,Salah satu wisata religi di kota lamongan yang bisa dikunjungi,https://lh5.googleusercontent.com/p/AF1QipNuwuzrEutjD76uAGOHb1Oqq8VGnQvbcwFkw8_P,https://lh5.googleusercontent.com/p/AF1QipNuwuzrEutjD76uAGOHb1Oqq8VGnQvbcwFkw8_P,https://app.shopback.com/Jzudz3NxBzb,1683459098,05/07/2023 11:31:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSOXRlR0N3EAE!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgIDR9teGCw%7CCgsIr_edogYQuKidLA%7C?hl=id,5,1682406319,04/25/2023 07:05:19,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChdDSUhNMG9nS0VJQ0FnSURSN05fTDF3RRAB,https://www.google.com/maps/contrib/103309568678532183809?hl=id,Coach Rizal,103309568678532183809,https://lh3.googleusercontent.com/a-/ACB-R5QhlQbwhM9XDHuSJnEM5n1LjaQr_rez_8YDOrxP=s120-c-c0x00000000-cc-rp-mo-br100,Tempat yang wajib dikunjungi buat tempat wisata religi,,,https://app.shopback.com/Jzudz3NxBzb,1683459146,05/07/2023 11:32:26,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSN05fTDF3RRAB!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgIDR7N_L1wE%7CCgwI7euBogYQ6O2xiwE%7C?hl=id,5,1681946093,04/19/2023 23:14:53,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChZDSUhNMG9nS0VJQ0FnSUNSbDhDcFRnEAE,https://www.google.com/maps/contrib/108305495355974132437?hl=id,Indah Rokhmawati,108305495355974132437,https://lh3.googleusercontent.com/a-/ACB-R5R8xugQuvPAt-DWppcfkx7-iJN550Qor416a9oghQ=s120-c-c0x00000000-cc-rp-mo-ba3-br100,Akan lebih nyaman jika kebersihan di sekitar lorong jalan masuk lebih terjaga sebagaimana di lingkungan sekitar makam,https://lh5.googleusercontent.com/p/AF1QipNs3b5Gz2z2c_LcXvybVMo2Od2wNtxkAMujuJCW,"https://lh5.googleusercontent.com/p/AF1QipNs3b5Gz2z2c_LcXvybVMo2Od2wNtxkAMujuJCW, https://lh5.googleusercontent.com/p/AF1QipPgqyrGpL0MwrIj4CVq185PGAuTHvadMWzY2wlm, https://lh5.googleusercontent.com/p/AF1QipMhJQNbFt0TBDDBkuq5yXFDwBBv1u7uWLLORxBS, https://lh5.googleusercontent.com/p/AF1QipNgk_5VsD4YmrLin1v5XaJ8x34WnYq-a8S5IiCE, https://lh5.googleusercontent.com/p/AF1QipOaQcInycnAbXcWySCHFuUf8McFplshXcKJHzbO",https://app.shopback.com/Jzudz3NxBzb,1683459165,05/07/2023 11:32:45,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSbDhDcFRnEAE!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgICRl8CpTg%7CCgwIvIHboQYQwPaI_AI%7C?hl=id,4,1681309884,04/12/2023 14:31:24,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChdDSUhNMG9nS0VJQ0FnSUNSbzg2VjFnRRAB,https://www.google.com/maps/contrib/118379255133196887959?hl=id,Ahmad Luqman,118379255133196887959,https://lh3.googleusercontent.com/a/AGNmyxYaP_2_D5EOMZ8BcuocCgHD40thwqsx2-uDM8eU=s120-c-c0x00000000-cc-rp-mo-br100,Oke sip !!!,,,https://app.shopback.com/Jzudz3NxBzb,1683459182,05/07/2023 11:33:02,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSbzg2VjFnRRAB!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgICRo86V1gE%7CCgsI2Z3LoQYQgOO7Cw%7C?hl=id,5,1681051353,04/09/2023 14:42:33,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChdDSUhNMG9nS0VJQ0FnSURoaDUtUDN3RRAB,https://www.google.com/maps/contrib/100779287416973883575?hl=id,semlohay,100779287416973883575,https://lh3.googleusercontent.com/a-/ACB-R5TGO7_EI-WA5bZmhj7ouLdNk6688CWBSpjN4RTv=s120-c-c0x00000000-cc-rp-mo-br100,Pengemisnya suka memaki-maki orang yang memberi uang.,,,2https://app.shopback.com/Jzudz3NxBzb,1683459208,05/07/2023 11:33:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoaDUtUDN3RRAB!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgIDhh5-P3wE%7CCgwI8YbboAYQqICxqQI%7C?hl=id,1,1679213425,03/19/2023 08:10:25,0,5895133309380761820
0x2e77e829c1b8c3dd:0x51cfb882d93698dc,Makam Sunan Drajat Lamongan,0x2e77e829c1b8c3dd:0x51cfb882d93698dc,ChIJ3cO4wSnody4R3Jg22YK4z1E,"https://www.google.com/maps/place/Makam+Sunan+Drajat+Lamongan/@-6.884392999999999,112.3892405,14z/data=!4m8!1m2!2m1!1sMakam+Sunan+Drajat+Lamongan!3m4!1s0x2e77e829c1b8c3dd:0x51cfb882d93698dc!8m2!3d-6.884392999999999!4d112.3892405",https://search.google.com/local/reviews?placeid=ChIJ3cO4wSnody4R3Jg22YK4z1E&q=*&authuser=0&hl=in&gl=US,"{""1"": 15, ""2"": 18, ""3"": 45, ""4"": 172, ""5"": 1115}",1365,4.7,ChZDSUhNMG9nS0VJQ0FnSURoZ192N1RBEAE,https://www.google.com/maps/contrib/106780212471807544732?hl=id,Nanang Khotib,106780212471807544732,https://lh3.googleusercontent.com/a-/ACB-R5RcedJsuQwf64xuWF5Z40_Wpqyre7WVn_jCe2GHjQ=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"(Diterjemahkan oleh Google) Airnya dingin & segar

(Asli)
Airnya sejuk & segar",https://lh5.googleusercontent.com/p/AF1QipMWnYuwTgdlRxMCNejte3BScxGXBoBFSbYmd8TJ,https://lh5.googleusercontent.com/p/AF1QipMWnYuwTgdlRxMCNejte3BScxGXBoBFSbYmd8TJ,https://app.shopback.com/Jzudz3NxBzb,1683459226,05/07/2023 11:33:46,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoZ192N1RBEAE!2m1!1s0x0:0x51cfb882d93698dc!3m1!1s2@1:CIHM0ogKEICAgIDhg_v7TA%7CCgwIwqDLoAYQsLSK-gI%7C?hl=id,5,1678954562,03/16/2023 08:16:02,1,5895133309380761820
